compound,Tc,source
Sr2GeMoO6,[2.68],['10.1016/j.jpcs.2016.03.003']
Sr2SiMoO6,"[0.33, 0.33]","['10.1016/j.jpcs.2016.03.003', '10.1016/j.jpcs.2016.03.003']"
LiPmS2,[2.587],['10.1016/j.mssp.2022.106936']
KPmS2,[3.716],['10.1016/j.mssp.2022.106936']
VS2,[0.709],['10.1016/j.pnsc.2022.01.007']
SrFeO2,"[1.3, 1.3, 1.7, 2.33, 2.63]","['10.1016/j.elspec.2011.09.002', '10.1016/j.elspec.2011.09.002', '10.1016/j.elspec.2011.09.002', '10.1016/j.comptc.2016.09.025', '10.1016/j.comptc.2016.09.025']"
Li2MgC,[0.38],['10.1016/j.cplett.2023.140352']
Ca(InP)2,[0.39],['10.1016/j.jallcom.2013.07.003']
Sr(InP)2,[0.28],['10.1016/j.jallcom.2013.07.003']
Ce(Sb3Os)4,[0.0086],['10.1016/j.mssp.2013.05.003']
VInO4,"[1.9, 2.0, 3.1]","['10.1016/j.mcat.2023.113013', '10.1016/j.tsf.2003.08.054', '10.1016/S1010-6030(02)00074-6']"
CsPbIBr2,"[0.935, 0.935, 1.371, 1.371, 2.05, 2.17]","['10.1016/j.apsusc.2019.143990', '10.1016/j.mssp.2021.106442', '10.1016/j.commatsci.2022.111576', '10.1016/j.commatsci.2022.111576', '10.1016/j.commatsci.2022.111576', '10.1016/j.commatsci.2022.111576']"
W18O49,[2.92],['10.1016/j.jpowsour.2015.04.111']
Cs2AgBiBr6,"[0.44, 1.185, 1.3199999999999998, 1.42, 1.42, 1.69, 1.8, 1.83, 1.91, 1.91, 1.93, 1.95, 2.14, 2.16, 2.21]","['10.1016/j.mtcomm.2021.102842', '10.1016/j.mtener.2019.01.010', '10.1016/j.matlet.2018.05.082', '10.1016/j.apsusc.2022.155446', '10.1016/j.apsusc.2022.155446', '10.1016/j.apsusc.2022.155446', '10.1016/j.apsusc.2022.155446', '10.1016/j.mtener.2019.01.010', '10.1016/j.mtener.2019.01.010', '10.1016/j.jmmm.2021.168603', '10.1016/j.matlet.2018.05.082', '10.1016/j.matlet.2018.05.082', '10.1016/j.matlet.2018.05.082', '10.1016/j.matlet.2018.05.082', '10.1016/j.matlet.2018.05.082']"
Tl2CdSnSe4,"[1.143, 1.143, 1.25]","['10.1016/j.optmat.2020.110656', '10.1016/j.optmat.2020.110656', '10.1016/j.optmat.2020.110656']"
HfTiO4,[4.4],['10.1016/j.jpcs.2010.11.003']
VFeGe,[0.84],['10.1016/j.mssp.2016.04.018']
Cs2AgSbBr6,"[0.84, 0.84, 1.47, 1.47, 1.93]","['10.1016/j.solener.2022.05.018', '10.1016/j.mssp.2022.107077', '10.1016/j.mssp.2022.107077', '10.1016/j.mssp.2022.107077', '10.1016/j.mssp.2022.107077']"
Rh,"[0.1, 0.13, 2.549]","['10.1016/j.physe.2021.115116', '10.1016/j.physe.2021.115116', '10.1016/j.jpcs.2020.109708']"
Cs2NaBiI6,[1.66],['10.1016/j.jssc.2022.123046']
Cu2SnHgS4,"[1.33, 1.33]","['10.1016/j.optmat.2019.109296', '10.1016/j.optmat.2019.109296']"
AlP,"[1.35, 1.41, 1.52, 1.57, 2.424, 2.45, 2.64, 3.253, 3.39, 3.39]","['10.1016/j.mssp.2023.107443', '10.1016/j.cjph.2018.12.022', '10.1016/j.physe.2012.03.007', '10.1016/j.ijleo.2018.12.165', '10.1016/j.mssp.2021.106122', '10.1016/j.mssp.2021.106122', '10.1016/j.mssp.2021.106122', '10.1016/j.mssp.2023.107443', '10.1016/j.apsusc.2020.146445', '10.1016/j.apsusc.2020.146445']"
CaS,"[2.57, 2.86, 3.63, 4.7]","['10.1016/j.jmgm.2019.02.004', '10.1016/j.physb.2006.09.019', '10.1016/j.commatsci.2012.11.004', '10.1016/j.commatsci.2012.11.004']"
IrO2,[1.83],['10.1016/j.apcatb.2020.118643']
Ba2CdS3,"[3.16, 3.16]","['10.1016/j.jpcs.2021.110488', '10.1016/j.jpcs.2021.110488']"
Cs2Sn(ICl)2,"[1.28, 1.54]","['10.1016/j.physe.2020.114226', '10.1016/j.physe.2020.114226']"
NiS2,"[0.38, 0.87, 1.08]","['10.1016/j.cej.2020.127630', '10.1016/j.vacuum.2020.109176', '10.1016/j.vacuum.2020.109176']"
Ga3Fe,"[0.26, 0.4, 0.496]","['10.1016/j.jssc.2012.05.041', '10.1016/j.intermet.2005.10.013', '10.1016/j.intermet.2005.10.013']"
Fe1S1.75O0.25,"[0.936, 1.08, 1.08, 1.276, 1.29, 1.29, 1.29]","['10.1016/j.physb.2022.413710', '10.1016/j.physb.2022.413710', '10.1016/j.physb.2022.413710', '10.1016/j.physb.2022.413710', '10.1016/j.physb.2022.413710', '10.1016/j.physb.2022.413710', '10.1016/j.physb.2022.413710', '10.1016/j.physb.2022.413710']"
Al2(WO4)3,[3.3200000000000003],['10.1016/j.molstruc.2014.10.016']
U3O8,"[2.33, 2.33]","['10.1016/j.mseb.2023.116496', '10.1016/j.mseb.2023.116496']"
NaSrF3,[4.324],['10.1016/j.ssc.2021.114396']
NaZnF3,[3.167],['10.1016/j.ssc.2021.114396']
Ca5P3ClO12,[5.3],['10.1016/j.jallcom.2015.12.054']
RaNaF3,"[3.1, 3.1, 3.1]","['10.1016/j.heliyon.2023.e13687', '10.1016/j.heliyon.2023.e13687', '10.1016/j.heliyon.2023.e13687']"
CrCoSiTc,[0.7],['10.1016/j.cjph.2020.01.003']
CrCoTcGe,[0.5],['10.1016/j.cjph.2020.01.003']
CrCoTcP,[0.3],['10.1016/j.cjph.2020.01.003']
CoNi3C,[0.064],['10.1016/j.mssp.2022.106617']
TiPbO3,"[1.65, 1.7, 1.745, 1.93, 2.9050000000000002, 3.14, 3.28, 3.31]","['10.1016/j.jallcom.2017.01.250', '10.1016/j.physb.2006.07.070', '10.1016/j.radphyschem.2022.110294', '10.1016/j.radphyschem.2022.110294', '10.1016/j.apcata.2011.07.010', '10.1016/j.radphyschem.2022.110294', '10.1016/j.physb.2013.03.014', '10.1016/j.physb.2013.03.014']"
Rb2InAgBr6,"[1.32, 1.32, 1.32, 2.16]","['10.1016/j.mtcomm.2022.105166', '10.1016/j.mtcomm.2022.105166', '10.1016/j.mtcomm.2022.105166', '10.1016/j.mtcomm.2022.105166']"
MoBr3,[1.1],['10.1016/j.jmmm.2016.12.054']
LiInSe2,"[1.8, 1.83, 2.63, 2.86, 3.73]","['10.1016/j.jssc.2020.121778', '10.1016/j.jssc.2020.121778', '10.1016/j.ssc.2014.08.015', '10.1016/j.commatsci.2009.06.021', '10.1016/j.optmat.2018.04.025']"
NiSe,[1.92],['10.1016/j.physb.2022.414471']
LiVPO4F,"[1.437, 1.635]","['10.1016/j.jssc.2016.05.002', '10.1016/j.jssc.2016.05.002']"
Pd,"[0.13, 0.308, 2.0, 2.94, 3.63]","['10.1016/j.matchemphys.2019.122263', '10.1016/S0925-8388(02)00952-0', '10.1016/j.mee.2015.02.003', '10.1016/j.jorganchem.2014.12.024', '10.1016/j.comptc.2020.113115']"
Cs2Ti(ICl2)2,"[1.6, 1.6]","['10.1016/j.jpcs.2020.109852', '10.1016/j.jpcs.2020.109852']"
CsSnI3,"[0.45, 0.495, 1.3, 1.3]","['10.1016/j.jpcs.2020.109852', '10.1016/j.cplett.2020.138219', '10.1016/j.cplett.2020.138219', '10.1016/j.rinp.2019.102408']"
SnH6C(IN)3,[1.78],['10.1016/j.cocom.2023.e00798']
P2CO,[4.5385],['10.1016/j.molstruc.2022.132387']
Bi5BrO7,[1.96],['10.1016/j.jcis.2022.02.126']
Cs2AgSbI6,"[0.84, 0.84, 0.84]","['10.1016/j.mssp.2022.107077', '10.1016/j.mssp.2022.107077', '10.1016/j.mssp.2022.107077']"
Ag3PO4,"[2.16, 2.36, 2.54, 2.54]","['10.1016/j.apcatb.2018.07.019', '10.1016/j.apcatb.2018.07.019', '10.1016/j.apcatb.2018.07.019', '10.1016/j.apcatb.2018.07.019']"
NaSbSe2,"[1.4, 1.4]","['10.1016/j.jssc.2021.122853', '10.1016/j.commatsci.2020.109818']"
Fe2NiO4,"[0.85, 1.53, 2.0]","['10.1016/j.jmmm.2023.170623', '10.1016/j.jmmm.2023.170623', '10.1016/j.jmmm.2023.170623', '10.1016/j.ceramint.2019.10.237']"
Sn,"[0.15, 0.25, 0.33, 0.6, 0.67, 0.8, 1.07, 1.2, 2.44]","['10.1016/j.jallcom.2020.156307', '10.1016/j.jallcom.2020.156307', '10.1016/j.jallcom.2020.156307', '10.1016/j.physb.2018.10.014', '10.1016/j.susc.2004.02.019', '10.1016/j.mssp.2020.105657', '10.1016/j.physe.2020.114152', '10.1016/j.commatsci.2013.05.029', '10.1016/j.mtcomm.2021.102499']"
K3Bi5(PO4)6,[4.6],['10.1016/j.jallcom.2014.06.111']
GeSe,"[1.12, 1.13, 1.13, 1.138, 1.14, 1.15, 1.152, 1.48, 2.58]","['10.1016/j.chemphys.2019.110543', '10.1016/j.chemphys.2019.110543', '10.1016/j.mtcomm.2019.100785', '10.1016/j.spmi.2017.05.068', '10.1016/j.apsusc.2020.147883', '10.1016/j.commatsci.2021.110501', '10.1016/j.spmi.2018.03.075', '10.1016/j.spmi.2018.03.075', '10.1016/j.surfin.2022.102604']"
MgSnO3,[3.61],['10.1016/j.physb.2021.413143']
Ba(MnAs)2,[0.027],['10.1016/j.jssc.2021.122388']
CsPbF3,[5.344],['10.1016/j.jallcom.2017.02.147']
P2N,[2.8],['10.1016/j.physb.2022.414573']
Tl2SnHgSe4,"[1.26, 1.26, 1.26, 1.3, 1.327, 1.327]","['10.1016/j.jallcom.2023.170093', '10.1016/j.jallcom.2023.170093', '10.1016/j.jallcom.2023.170093', '10.1016/j.jallcom.2023.170093', '10.1016/j.jallcom.2023.170093', '10.1016/j.jallcom.2023.170093']"
KNbO3,"[1.7505, 2.07]","['10.1016/j.mseb.2021.115261', '10.1016/j.mtcomm.2021.102092']"
Ti(InI3)2,"[1.24, 1.24, 1.24, 2.12]","['10.1016/j.mtcomm.2021.102180', '10.1016/j.chemphys.2022.111671', '10.1016/j.mtcomm.2021.102180', '10.1016/j.mtcomm.2021.102180']"
Cs,"[0.654, 0.654, 1.3, 1.6, 1.817, 1.857, 2.27, 2.77, 6.97]","['10.1016/j.mseb.2020.114959', '10.1016/j.mseb.2020.114959', '10.1016/j.vacuum.2018.12.008', '10.1016/j.ssc.2017.12.004', '10.1016/j.cjph.2018.05.004', '10.1016/j.mssp.2022.106993', '10.1016/j.mssp.2022.106993', '10.1016/j.mssp.2022.106993', '10.1016/j.mssp.2022.106993']"
Ba2MnFeO6,"[0.3, 1.4]","['10.1016/j.colsurfa.2023.131145', '10.1016/j.colsurfa.2023.131145']"
Ti(TlI3)2,"[1.5, 1.58]","['10.1016/j.jssc.2021.122684', '10.1016/j.chemphys.2022.111671']"
PtSeS,"[1.2, 1.21, 1.257, 1.397, 1.4, 1.547, 1.547, 1.627, 2.19]","['10.1016/j.spmi.2020.106683', '10.1016/j.spmi.2020.106683', '10.1016/j.spmi.2020.106683', '10.1016/j.spmi.2020.106683', '10.1016/j.apsusc.2021.148968', '10.1016/j.ssc.2022.114667', '10.1016/j.chemphys.2021.111333', '10.1016/j.spmi.2020.106683', '10.1016/j.spmi.2020.106683']"
Na2GeTe3,"[1.5, 1.5, 2.3, 2.5, 3.6]","['10.1016/j.mssp.2022.107206', '10.1016/j.mssp.2022.107206', '10.1016/j.mssp.2022.107206', '10.1016/j.mssp.2022.107206', '10.1016/j.mssp.2022.107206']"
Na2GeS3,"[2.5, 2.51]","['10.1016/j.mssp.2022.107206', '10.1016/j.mssp.2022.107206']"
NaTe3,[0.7],['10.1016/j.mssp.2022.107206']
Ti2Ag(PO4)3,[6.39],['10.1016/j.jphotochem.2022.114289']
AlCuO2,"[0.85, 1.65, 1.798, 1.8, 1.85, 1.89, 2.1, 2.195, 2.24, 9.0]","['10.1016/j.cap.2016.11.024', '10.1016/j.jallcom.2004.07.009', '10.1016/j.commatsci.2015.01.042', '10.1016/S0040-6090(02)00195-5', '10.1016/j.solidstatesciences.2018.12.009', '10.1016/j.solidstatesciences.2018.12.009', '10.1016/j.jallcom.2004.07.009', '10.1016/j.jallcom.2004.07.009', '10.1016/j.apsusc.2021.150826', '10.1016/j.cplett.2015.05.028', '10.1016/S0040-6090(02)00195-5']"
LaCoO3,"[0.6, 0.6, 1.5]","['10.1016/j.jechem.2021.06.032', '10.1016/j.jmmm.2012.02.096', '10.1016/j.jmmm.2006.02.092']"
BaZrCuO3,[2.14],['10.1016/j.jmgm.2020.107825']
MgSi10,[2.4],['10.1016/j.comptc.2011.08.015']
Cs2TiIBr5,[1.4],['10.1016/j.physb.2021.413522']
Mn2AlFe,[0.54],['10.1016/j.jmmm.2011.12.037']
WCSO,[1.48],['10.1016/j.jpcs.2019.03.029']
CrSbSe,[0.46],['10.1016/j.cocom.2020.e00467']
CrSbS,"[0.8, 1.23]","['10.1016/j.cocom.2020.e00467', '10.1016/j.cocom.2020.e00467']"
YAlO3,"[2.82, 7.1, 7.1, 7.26]","['10.1016/j.commatsci.2023.112178', '10.1016/j.optmat.2018.08.039', '10.1016/j.jmmm.2017.12.106', '10.1016/j.jmmm.2017.12.106']"
YC,[0.67],['10.1016/j.commatsci.2013.10.011']
In0.5Ga0.5P1,[1.85],['10.1016/j.nimb.2022.07.004']
Li,"[0.012, 0.113, 0.113, 0.5, 0.54, 0.663, 1.8, 2.9000000000000004, 2.91, 4.0]","['10.1016/j.molstruc.2020.128968', '10.1016/j.mser.2003.12.002', '10.1016/j.jssc.2012.02.038', '10.1016/j.cjph.2019.01.009', '10.1016/j.jpowsour.2023.232969', '10.1016/j.susc.2015.12.027', '10.1016/j.susc.2015.12.027', '10.1016/j.susc.2015.12.027', '10.1016/j.jmrt.2021.01.119', '10.1016/j.commatsci.2018.05.019', '10.1016/j.commatsci.2018.05.019', '10.1016/j.physe.2010.01.039', '10.1016/j.orgel.2012.02.007']"
AlSi118P,[0.92],['10.1016/j.cap.2017.07.014']
TeO2,"[2.57, 2.62]","['10.1016/j.apsusc.2022.154382', '10.1016/j.rinp.2019.102315']"
Sr3SbN,"[1.15, 1.17, 1.17, 1.17]","['10.1016/j.jpcs.2021.110407', '10.1016/j.jpcs.2021.110407', '10.1016/j.cocom.2019.e00395', '10.1016/j.cocom.2019.e00395']"
Sr2FeMoO6,"[0.79, 2.57]","['10.1016/S0065-3276(07)00018-4', '10.1016/j.jmmm.2020.167594']"
SrMoO4,"[2.09, 3.58, 3.58, 4.09, 4.4]","['10.1016/j.commatsci.2011.04.018', '10.1016/j.commatsci.2011.04.018', '10.1016/j.materresbull.2015.04.066', '10.1016/j.materresbull.2015.04.066', '10.1016/j.apcatb.2009.05.016']"
C4N,"[1.3, 1.3, 1.926, 2.74, 2.74]","['10.1016/j.ssc.2003.11.007', '10.1016/j.ssc.2003.11.007', '10.1016/j.ssc.2003.11.007', '10.1016/j.ssc.2003.11.007', '10.1016/S0009-2614(02)01914-0']"
CrAgSe2,[0.5],['10.1016/0167-2738(83)90151-0']
Li3GaN2,"[2.37, 2.37, 2.57, 4.15]","['10.1016/j.physleta.2007.09.046', '10.1016/j.solidstatesciences.2010.04.023', '10.1016/j.solidstatesciences.2010.04.023', '10.1016/j.solidstatesciences.2010.04.023']"
LiCoO2,"[0.41, 0.765, 2.0, 2.5]","['10.1016/j.ssi.2012.06.009', '10.1016/j.jpowsour.2018.05.005', '10.1016/j.jpowsour.2007.07.005', '10.1016/j.jmmm.2013.04.081']"
PbF2,[6.2],['10.1016/S0079-6425(03)00049-5']
InCuO2,"[0.313, 0.4, 1.44]","['10.1016/j.commatsci.2012.02.018', '10.1016/j.commatsci.2012.02.018', '10.1016/j.jallcom.2004.07.009']"
Al2Ru,"[0.184, 0.184, 0.231, 0.6]","['10.1016/j.materresbull.2017.04.041', '10.1016/j.materresbull.2017.04.041', '10.1016/j.commatsci.2012.02.040', '10.1016/j.commatsci.2012.02.040']"
Ba3(Cu3S10)2,[2.49],['10.1016/S0025-5408(97)00107-4']
NaYF4,[8.0],['10.1016/j.optmat.2019.109529']
CeAsRh,"[0.038, 0.038, 0.038]","['10.1016/S0921-4526(02)01834-3', '10.1016/S0921-4526(02)01834-3', '10.1016/S0921-4526(02)01834-3']"
LiNbO3,"[0.708, 1.12, 3.5, 3.54, 3.544, 3.544, 3.544, 3.544, 3.544, 3.547, 3.547, 3.56, 3.56, 3.56, 3.7, 3.8]","['10.1016/j.heliyon.2019.e01436', '10.1016/j.ssc.2023.115074', '10.1016/j.ssc.2023.115074', '10.1016/j.ssc.2023.115074', '10.1016/j.ssc.2023.115074', '10.1016/j.chemphys.2021.111320', '10.1016/j.cocom.2022.e00694', '10.1016/j.cocom.2022.e00694', '10.1016/j.cplett.2022.139929', '10.1016/j.cplett.2022.139929', '10.1016/j.matpr.2023.01.361', '10.1016/j.matpr.2023.01.361', '10.1016/j.matpr.2023.01.361', '10.1016/j.pmatsci.2015.06.002', '10.1016/j.matpr.2023.01.361', '10.1016/j.matpr.2023.01.361']"
TlBiSe2,[0.45999999999999996],['10.1016/0038-1098(92)90900-T']
Ga2HgS4,[2.84],['10.1016/j.ssc.2006.02.026']
P2Pd3S8,[2.54],['10.1016/j.ssc.2019.113786']
FeSb2,[0.278],['10.1016/j.matpr.2019.04.064']
InCuS2,"[1.066, 1.3199999999999998, 1.44, 1.44, 1.44, 1.45, 1.45, 1.48, 1.5, 1.5, 1.54, 1.55, 5.6]","['10.1016/j.solidstatesciences.2016.02.004', '10.1016/j.tsf.2017.03.020', '10.1016/j.tsf.2017.03.020', '10.1016/j.mtcomm.2020.101790', '10.1016/j.jphotochemrev.2022.100569', '10.1016/j.jphotochemrev.2022.100569', '10.1016/j.cocom.2020.e00490', '10.1016/j.cocom.2020.e00490', '10.1016/j.tsf.2017.03.020', '10.1016/j.tsf.2017.03.020', '10.1016/j.tsf.2017.03.020', '10.1016/j.tsf.2017.03.020', '10.1016/j.tsf.2018.12.032']"
MgV2(CuO4)2,[1.96],['10.1016/j.ssc.2020.113943']
As2Se3,"[0.445, 0.71, 0.95, 1.54, 1.778]","['10.1016/j.cocom.2021.e00633', '10.1016/j.cocom.2021.e00633', '10.1016/j.physb.2011.05.012', '10.1016/j.commatsci.2011.08.005', '10.1016/j.commatsci.2011.08.005', '10.1016/j.commatsci.2011.08.005']"
Cs2LiYCl6,[7.0],['10.1016/j.jlumin.2013.05.033']
Cs2YAgCl6,"[6.08, 6.08]","['10.1016/j.jlumin.2013.05.033', '10.1016/j.jlumin.2013.05.033']"
K2ReH9,[5.71],['10.1016/S0925-8388(99)00422-3']
Sn2Sb2S5,[1.5],['10.1016/j.ijleo.2020.165214']
Ca3(CoO3)2,"[0.028, 0.086]","['10.1016/j.ssc.2003.09.013', '10.1016/j.ssc.2003.09.013']"
AlP6H2N11O,[1.46],['10.1016/j.chemphys.2020.110917']
HfNCl,[4.3],['10.1016/S0921-4526(99)00882-0']
Bi4Te7Pb,[0.46],['10.1016/S0966-9795(03)00019-0']
ZnSO,[3.68],['10.1016/j.matlet.2022.132651']
GaBiO3,"[2.03, 2.03, 2.1254999999999997, 2.17, 2.17, 2.64]","['10.1016/j.jallcom.2014.06.025', '10.1016/j.commatsci.2007.09.008', '10.1016/j.commatsci.2007.09.008', '10.1016/j.chphi.2022.100110', '10.1016/j.chphi.2022.100110', '10.1016/j.chphi.2022.100110']"
HfO2,"[1.3, 3.74, 3.75, 4.03, 4.62, 4.62, 4.63, 5.5, 5.5, 5.52, 5.525, 5.6, 5.6, 5.7, 5.7]","['10.1016/j.commatsci.2008.06.025', '10.1016/j.comptc.2016.07.006', '10.1016/j.microrel.2006.03.002', '10.1016/j.physb.2022.414456', '10.1016/j.commatsci.2004.12.059', '10.1016/j.physrep.2015.11.002', '10.1016/j.matchemphys.2020.123474', '10.1016/j.matchemphys.2020.123474', '10.1016/j.apt.2017.03.022', '10.1016/j.apt.2017.03.022', '10.1016/j.mee.2005.03.056', '10.1016/j.mee.2005.03.056', '10.1016/j.jallcom.2022.164817', '10.1016/j.ijleo.2020.165937', '10.1016/j.jnoncrysol.2021.121170', '10.1016/j.tsf.2010.03.098']"
BiIO,"[1.44, 1.5, 1.51, 1.52, 1.59, 1.59, 1.6, 1.7, 1.75, 1.77, 1.85, 1.89, 1.92, 1.92, 2.32, 2.32, 3.2, 3.3]","['10.1016/j.ssc.2021.114419', '10.1016/j.matchemphys.2017.02.017', '10.1016/j.matchemphys.2017.02.017', '10.1016/j.matchemphys.2017.02.017', '10.1016/j.matchemphys.2017.02.017', '10.1016/j.physb.2012.04.039', '10.1016/j.physb.2012.04.039', '10.1016/j.physb.2012.04.039', '10.1016/j.physb.2012.04.039', '10.1016/j.jcis.2022.03.009', '10.1016/j.jcis.2022.03.009', '10.1016/j.molcata.2016.06.007', '10.1016/j.molcata.2016.06.007', '10.1016/j.jallcom.2023.170235', '10.1016/j.jallcom.2023.170235', '10.1016/j.commatsci.2009.05.016', '10.1016/j.commatsci.2008.03.005', '10.1016/j.chemphys.2021.111264']"
FeO,[2.12],['10.1016/j.spmi.2021.106966']
TbPO4,"[5.96, 5.96, 7.07]","['10.1016/j.optmat.2015.06.025', '10.1016/j.optmat.2015.06.025', '10.1016/j.optmat.2015.06.025']"
Ca2Si,"[0.35, 0.362, 1.9]","['10.1016/S0925-8388(03)00037-9', '10.1016/j.tsf.2004.02.088', '10.1016/S0925-8388(03)00037-9']"
BaLiF3,"[6.66, 9.8]","['10.1016/j.commatsci.2012.02.020', '10.1016/j.commatsci.2013.06.016']"
Sn0.5Ge0.5,[0.21],['10.1016/S0921-5107(02)00203-9']
BiF3,"[0.01, 0.01, 0.13, 0.13, 3.81, 3.89, 3.89, 3.94, 3.94, 3.94]","['10.1016/j.ceramint.2018.02.189', '10.1016/j.ceramint.2018.02.189', '10.1016/j.commatsci.2011.05.040', '10.1016/j.commatsci.2011.05.040', '10.1016/j.commatsci.2011.05.040', '10.1016/j.commatsci.2012.03.018', '10.1016/j.commatsci.2012.03.018', '10.1016/j.commatsci.2012.03.018', '10.1016/j.commatsci.2012.03.018', '10.1016/j.commatsci.2012.03.018']"
FeC2,[0.021],['10.1016/j.ccr.2004.02.007']
Cs2Fe(PS3)2,"[2.6, 2.6, 2.6]","['10.1016/j.solidstatesciences.2022.106891', '10.1016/j.solidstatesciences.2022.106891', '10.1016/j.solidstatesciences.2022.106891']"
TlN,"[0.0021000000000000003, 0.05, 0.11]","['10.1016/j.ssc.2021.114576', '10.1016/j.matchemphys.2017.06.005', '10.1016/j.ssc.2022.114705']"
AgAu,"[0.25, 0.88, 1.85, 2.65]","['10.1016/j.mseb.2020.114786', '10.1016/j.physb.2012.01.131', '10.1016/j.chemphys.2007.10.019', '10.1016/j.mseb.2020.114786']"
BSO,"[0.79, 3.0, 3.0, 3.2, 3.203, 3.203, 5.4]","['10.1016/j.matchemphys.2021.124711', '10.1016/j.matchemphys.2021.124711', '10.1016/j.matchemphys.2021.124711', '10.1016/j.jssc.2012.08.047', '10.1016/j.cplett.2018.01.036', '10.1016/j.cplett.2018.01.036', '10.1016/j.optmat.2017.09.021']"
Ca3SnO,"[0.009000000000000001, 0.009000000000000001, 0.2, 0.517]","['10.1016/j.mtcomm.2020.101741', '10.1016/j.mtcomm.2020.101741', '10.1016/j.ssc.2017.11.019', '10.1016/j.mtcomm.2020.101741']"
Ca3PbO,"[0.021, 0.021]","['10.1016/j.mtcomm.2020.101741', '10.1016/j.mtcomm.2020.101741']"
Sr2Ru(OF)2,[1.55],['10.1016/j.susc.2022.122071']
AsN,"[0.72, 0.73]","['10.1016/j.physleta.2017.01.026', '10.1016/j.physleta.2017.01.026']"
V3C2,"[0.7, 0.88, 1.19, 1.26]","['10.1016/j.cplett.2022.139639', '10.1016/j.cplett.2022.139639', '10.1016/j.cplett.2022.139639', '10.1016/j.cplett.2022.139639']"
CsAgSb4S7,[2.04],['10.1016/j.jssc.2004.10.014']
MgS,[1.6],['10.1016/j.micron.2015.03.005']
Ce(As3Ru)4,[0.18],['10.1016/j.cocom.2020.e00519']
Nb3HO8,"[0.752, 2.24]","['10.1016/j.mtcomm.2020.101867', '10.1016/j.mtcomm.2020.101867']"
AlO2,[0.61],['10.1016/j.commatsci.2022.111745']
NbFeSb,[0.44],['10.1016/j.solidstatesciences.2021.106755']
HfFeSb,[1.25],['10.1016/j.solidstatesciences.2021.106755']
Bi2S3,"[0.202, 0.819, 0.858, 1.0, 1.314, 1.335, 1.36, 1.36, 1.5]","['10.1016/j.ceramint.2023.04.202', '10.1016/j.vacuum.2020.109759', '10.1016/j.spmi.2014.12.036', '10.1016/j.commatsci.2017.10.032', '10.1016/j.commatsci.2017.10.032', '10.1016/j.vacuum.2020.109759', '10.1016/j.vacuum.2020.109759', '10.1016/j.vacuum.2020.109759', '10.1016/j.vacuum.2020.109759']"
Ba2HfTe4,"[0.08, 0.32, 0.96, 0.96, 0.97]","['10.1016/j.matpr.2023.03.815', '10.1016/j.matpr.2023.03.815', '10.1016/j.matpr.2023.03.815', '10.1016/j.xcrp.2021.100658', '10.1016/j.xcrp.2021.100658']"
SmSi3,"[1.37, 1.7]","['10.1016/j.chemphys.2022.111782', '10.1016/j.chemphys.2022.111782']"
EuSi3,"[1.4, 1.69]","['10.1016/j.chemphys.2022.111782', '10.1016/j.chemphys.2022.111782']"
YbSi3,"[1.21, 2.03]","['10.1016/j.chemphys.2022.111782', '10.1016/j.chemphys.2022.111782']"
In2S3,"[2.15, 2.2]","['10.1016/j.ssc.2022.114882', '10.1016/j.jlumin.2019.116775']"
Mn2CoSb,"[0.1335, 0.4007]","['10.1016/j.ssc.2006.09.030', '10.1016/j.ssc.2006.09.030']"
Zr(WO4)2,"[2.17, 2.84, 3.305]","['10.1016/j.ssc.2016.08.009', '10.1016/j.ssc.2016.08.009', '10.1016/j.ssc.2016.08.009']"
Rb2Te,[1.96],['10.1016/j.solidstatesciences.2011.01.021']
ZrTiInCo,[0.93],['10.1016/j.ssc.2016.02.006']
Zn(GaO2)2,"[1.817, 2.686, 4.4]","['10.1016/j.mser.2003.12.002', '10.1016/j.solidstatesciences.2011.06.016', '10.1016/j.solidstatesciences.2011.06.016']"
AlAs,"[1.21, 1.65, 2.011, 2.24, 2.25, 3.1]","['10.1016/S0167-5729(02)00052-3', '10.1016/j.matchemphys.2012.08.046', '10.1016/j.cplett.2020.138194', '10.1016/j.commatsci.2017.12.050', '10.1016/S0038-1098(01)00051-5', '10.1016/S0038-1098(01)00051-5']"
Si13C28,[2.6],['10.1016/j.pnucene.2007.11.045']
GaSi7,[0.28],['10.1016/j.solidstatesciences.2022.106835']
Li3Sb,[0.71],['10.1016/j.commatsci.2011.05.003']
PdO,"[1.335, 1.5, 2.13]","['10.1016/j.ssc.2016.07.009', '10.1016/j.ssc.2016.07.009', '10.1016/j.jallcom.2017.08.030']"
Rb3Bi2I9,[1.04],['10.1016/j.cocom.2018.02.001']
CsGeBr3,"[0.707, 0.79, 0.79, 1.26, 1.9, 2.2, 2.32, 2.32]","['10.1016/j.ssc.2011.08.039', '10.1016/j.cocom.2022.e00663', '10.1016/j.cocom.2022.e00663', '10.1016/j.mssp.2022.106488', '10.1016/j.mssp.2022.106488', '10.1016/j.mssp.2022.106488', '10.1016/j.mssp.2022.107017', '10.1016/j.mssp.2022.107017']"
GeTe,"[0.191, 0.2, 0.53, 0.53, 0.56, 1.67]","['10.1016/j.matpr.2020.05.174', '10.1016/j.matpr.2020.05.174', '10.1016/j.jallcom.2020.155989', '10.1016/j.jallcom.2020.155989', '10.1016/j.apsusc.2020.148009', '10.1016/j.apsusc.2020.148009']"
